63;10.9;10.9;10.9
56;10.9;10.9;10.9
63;10.9;10.9;13.6
54;10.9;10.9;13.6
87;13.6;13.6;13.6
70;13.6;13.6;13.6
61;13.6;13.6;13.6
81;13.6;13.6;13.6
65;13.6;13.6;13.6
56;13.6;13.6;13.6
76;13.6;13.6;13.6
82;13.6;13.6;13.6
70;13.6;13.6;13.6
61;13.6;13.6;13.6
67;13.6;13.6;13.6
61;13.6;13.6;13.6
62;13.6;13.6;13.6
76;13.6;13.6;13.6
67;13.6;13.6;13.6
60;13.6;13.6;12.2
82;13.6;12.2;12.2
54;12.2;12.2;12.2
76;12.2;12.2;12.2
51;12.2;12.2;12.2
73;12.2;12.2;12.2
56;12.2;12.2;12.2
67;12.2;12.2;12.2
61;12.2;12.2;12.2
53;12.2;12.2;12.2
60;12.2;12.2;12.2
58;12.2;12.2;12.2
61;12.2;12.2;12.2
52;12.2;12.2;12.2
69;12.2;12.2;12.2
77;12.2;12.2;12.2
58;12.2;12.2;12.2
60;12.2;12.2;8.5
59;12.2;8.5;8.5
72;8.5;8.5;8.5
58;8.5;8.5;8.5
67;8.5;8.5;8.5
57;8.5;8.5;8.5
74;8.5;8.5;8.5
59;8.5;8.5;8.5
53;8.5;8.5;8.5
71;8.5;8.5;8.5
59;8.5;8.5;8.5
57;8.5;8.5;8.5
76;8.5;8.5;8.5
66;8.5;8.5;8.5
58;8.5;8.5;8.5
79;8.5;8.5;12.7
64;8.5;8.5;12.7
81;8.5;12.7;12.7
72;12.7;12.7;12.7
65;12.7;12.7;12.7
71;12.7;12.7;12.7
62;12.7;12.7;12.7
68;12.7;12.7;12.7
57;12.7;12.7;12.7
64;12.7;12.7;12.7
60;12.7;12.7;12.7
64;12.7;12.7;12.7
63;12.7;12.7;12.7
69;12.7;12.7;12.7
51;12.7;12.7;12.7
62;12.7;12.7;12.7
64;12.7;12.7;12.7
70;12.7;12.7;15.2
71;12.7;15.2;15.2
75;15.2;15.2;15.2
59;15.2;15.2;15.2
63;15.2;15.2;15.2
57;15.2;15.2;15.2
86;15.2;15.2;15.2
63;15.2;15.2;15.2
53;15.2;15.2;15.2
62;15.2;15.2;15.2
60;15.2;15.2;15.2
60;15.2;15.2;15.2
60;15.2;15.2;15.2
54;15.2;15.2;15.2
69;15.2;15.2;15.2
61;15.2;15.2;15.2
56;15.2;15.2;7.3
64;15.2;15.2;7.3
62;7.3;7.3;7.3
66;7.3;7.3;7.3
54;7.3;7.3;7.3
67;7.3;7.3;7.3
58;7.3;7.3;7.3
55;7.3;7.3;7.3
57;7.3;7.3;7.3
92;7.3;7.3;7.3
56;7.3;7.3;7.3
61;7.3;7.3;7.3
53;7.3;7.3;7.3
66;7.3;7.3;7.3
51;7.3;7.3;7.3
59;7.3;7.3;5.2
101;7.3;7.3;5.2
61;7.3;7.3;5.2
57;7.3;5.2;5.2
74;5.2;5.2;5.2
67;5.2;5.2;5.2
53;5.2;5.2;5.2
70;5.2;5.2;5.2
58;5.2;5.2;5.2
55;5.2;5.2;5.2
56;5.2;5.2;5.2
59;5.2;5.2;5.2
74;5.2;5.2;5.2
52;5.2;5.2;5.2
54;5.2;5.2;5.2
56;5.2;5.2;5.2
80;5.2;5.2;5.2
59;5.2;5.2;5.2
60;5.2;5.2;11.5
60;5.2;11.5;11.5
55;11.5;11.5;11.5
70;11.5;11.5;11.5
71;11.5;11.5;11.5
57;11.5;11.5;11.5
64;11.5;11.5;11.5
58;11.5;11.5;11.5
89;11.5;11.5;11.5
56;11.5;11.5;11.5
84;11.5;11.5;11.5
72;11.5;11.5;11.5
66;11.5;11.5;11.5
55;11.5;11.5;11.5
52;11.5;11.5;11.5
62;11.5;11.5;11.5
63;11.5;11.5;13.1
65;11.5;11.5;13.1
78;13.1;13.1;13.1
54;13.1;13.1;13.1
75;13.1;13.1;13.1
56;13.1;13.1;13.1
64;13.1;13.1;13.1
69;13.1;13.1;13.1
53;13.1;13.1;13.1
87;13.1;13.1;13.1
74;13.1;13.1;13.1
52;13.1;13.1;13.1
70;13.1;13.1;13.1
66;13.1;13.1;13.1
68;13.1;13.1;13.1
83;13.1;13.1;13.1
63;13.1;13.1;6.2
58;13.1;13.1;6.2
60;6.2;6.2;6.2
99;6.2;6.2;6.2
57;6.2;6.2;6.2
62;6.2;6.2;6.2
68;6.2;6.2;6.2
56;6.2;6.2;6.2
79;6.2;6.2;6.2
78;6.2;6.2;6.2
65;6.2;6.2;6.2
60;6.2;6.2;6.2
88;6.2;6.2;6.2
58;6.2;6.2;6.2
64;6.2;6.2;6.2
61;6.2;6.2;6.2
83;6.2;6.2;7.1
60;6.2;6.2;7.1
60;6.2;7.1;7.1
57;7.1;7.1;7.1
61;7.1;7.1;7.1
90;7.1;7.1;7.1
61;7.1;7.1;7.1
68;7.1;7.1;7.1
65;7.1;7.1;7.1
73;7.1;7.1;7.1
54;7.1;7.1;7.1
65;7.1;7.1;7.1
67;7.1;7.1;7.1
67;7.1;7.1;7.1
63;7.1;7.1;7.1
67;7.1;7.1;7.1
81;7.1;7.1;7.1
54;7.1;7.1;10.6
54;7.1;7.1;10.6
61;10.6;10.6;10.6
59;10.6;10.6;10.6
61;10.6;10.6;10.6
56;10.6;10.6;10.6
56;10.6;10.6;10.6
54;10.6;10.6;10.6
56;10.6;10.6;10.6
55;10.6;10.6;10.6
55;10.6;10.6;10.6
61;10.6;10.6;10.6
54;10.6;10.6;10.6
59;10.6;10.6;10.6
71;10.6;10.6;10.6
72;10.6;10.6;10.6
79;10.6;10.6;13.5
59;10.6;10.6;13.5
53;10.6;13.5;13.5
73;13.5;13.5;13.5
59;13.5;13.5;13.5
56;13.5;13.5;13.5
59;13.5;13.5;13.5
59;13.5;13.5;13.5
57;13.5;13.5;13.5
53;13.5;13.5;13.5
66;13.5;13.5;13.5
64;13.5;13.5;13.5
82;13.5;13.5;13.5
72;13.5;13.5;13.5
65;13.5;13.5;13.5
79;13.5;13.5;13.5
60;13.5;13.5;13.5
70;13.5;13.5;6.0
62;13.5;6.0;6.0
52;6.0;6.0;6.0
54;6.0;6.0;6.0
57;6.0;6.0;6.0
65;6.0;6.0;6.0
65;6.0;6.0;6.0
65;6.0;6.0;6.0
63;6.0;6.0;6.0
54;6.0;6.0;6.0
53;6.0;6.0;6.0
65;6.0;6.0;6.0
71;6.0;6.0;6.0
60;6.0;6.0;6.0
83;6.0;6.0;6.0
83;6.0;6.0;6.4
56;6.0;6.0;6.4
98;6.0;6.4;6.4
67;6.4;6.4;6.4
59;6.4;6.4;6.4
66;6.4;6.4;6.4
53;6.4;6.4;6.4
81;6.4;6.4;6.4
63;6.4;6.4;6.4
78;6.4;6.4;6.4
62;6.4;6.4;6.4
52;6.4;6.4;6.4
60;6.4;6.4;6.4
72;6.4;6.4;6.4
60;6.4;6.4;6.4
54;6.4;6.4;6.4
60;6.4;6.4;6.4
